instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time,season_name,weather_type,temp_type,wind_type,hum_type
13071,2012-07-03,3,1,7,19,0,2,1,2,34.44,37.12,36.0,8.9981,66,431,497,night,fall,mist,hot,weak,dry
13072,2012-07-03,3,1,7,20,0,2,1,3,31.16,34.849999999999994,55.00000000000001,32.9975,80,296,376,night,fall,light rain/snow,hot,strong,dry
13073,2012-07-03,3,1,7,21,0,2,1,2,28.7,32.574999999999996,70.0,19.0012,36,160,196,night,fall,mist,cool,moderate,optimal
13074,2012-07-03,3,1,7,22,0,2,1,1,27.880000000000003,31.819999999999997,79.0,12.998000000000001,26,151,177,night,fall,clear,cool,moderate,humid
13075,2012-07-03,3,1,7,23,0,2,1,1,27.060000000000002,30.305,83.0,0.0,19,152,171,night,fall,clear,cool,weak,humid
13076,2012-07-04,3,1,7,0,1,3,0,1,27.880000000000003,31.819999999999997,79.0,6.0032,19,140,159,night,fall,clear,cool,weak,humid
13077,2012-07-04,3,1,7,1,1,3,0,1,27.880000000000003,31.819999999999997,74.0,0.0,27,96,123,night,fall,clear,cool,weak,optimal
13078,2012-07-04,3,1,7,2,1,3,0,1,27.060000000000002,30.305,83.0,8.9981,27,66,93,night,fall,clear,cool,weak,humid
13079,2012-07-04,3,1,7,3,1,3,0,1,27.880000000000003,31.819999999999997,74.0,12.998000000000001,9,23,32,night,fall,clear,cool,moderate,optimal
13080,2012-07-04,3,1,7,4,1,3,0,1,27.880000000000003,31.819999999999997,69.0,16.997899999999998,5,11,16,morning,fall,clear,cool,moderate,optimal
13081,2012-07-04,3,1,7,5,1,3,0,1,27.060000000000002,31.06,69.0,0.0,5,14,19,morning,fall,clear,cool,weak,optimal
13082,2012-07-04,3,1,7,6,1,3,0,1,27.060000000000002,31.06,69.0,0.0,9,23,32,morning,fall,clear,cool,weak,optimal
13083,2012-07-04,3,1,7,7,1,3,0,1,27.880000000000003,31.819999999999997,65.0,0.0,10,62,72,morning,fall,clear,cool,weak,optimal
13084,2012-07-04,3,1,7,8,1,3,0,1,28.7,32.574999999999996,61.0,7.0015,43,110,153,morning,fall,clear,cool,weak,optimal
13085,2012-07-04,3,1,7,9,1,3,0,1,31.16,34.849999999999994,52.0,0.0,90,203,293,morning,fall,clear,hot,weak,dry
13086,2012-07-04,3,1,7,10,1,3,0,1,32.800000000000004,36.364999999999995,46.0,0.0,143,304,447,morning,fall,clear,hot,weak,dry
13087,2012-07-04,3,1,7,11,1,3,0,1,33.62,37.88,46.0,8.9981,164,321,485,noon,fall,clear,hot,weak,dry
13088,2012-07-04,3,1,7,12,1,3,0,1,35.26,39.395,41.0,15.001299999999999,164,330,494,noon,fall,clear,hot,moderate,dry
13089,2012-07-04,3,1,7,13,1,3,0,1,36.9,40.910000000000004,35.0,0.0,177,322,499,noon,fall,clear,hot,weak,dry
13090,2012-07-04,3,1,7,14,1,3,0,1,36.9,40.910000000000004,37.0,11.0014,190,357,547,noon,fall,clear,hot,weak,dry
13091,2012-07-04,3,1,7,15,1,3,0,1,37.72,42.425000000000004,35.0,19.999499999999998,155,299,454,afternoon,fall,clear,hot,moderate,dry
13092,2012-07-04,3,1,7,16,1,3,0,1,37.72,42.425000000000004,35.0,16.997899999999998,163,226,389,afternoon,fall,clear,hot,moderate,dry
13093,2012-07-04,3,1,7,17,1,3,0,1,37.72,42.425000000000004,35.0,19.999499999999998,161,253,414,afternoon,fall,clear,hot,moderate,dry
13094,2012-07-04,3,1,7,18,1,3,0,1,36.9,42.425000000000004,42.0,12.998000000000001,159,271,430,afternoon,fall,clear,hot,moderate,dry
13095,2012-07-04,3,1,7,19,1,3,0,1,35.26,40.150000000000006,47.0,15.001299999999999,177,255,432,night,fall,clear,hot,moderate,dry
13096,2012-07-04,3,1,7,20,1,3,0,1,35.26,40.150000000000006,47.0,15.001299999999999,237,314,551,night,fall,clear,hot,moderate,dry
13097,2012-07-04,3,1,7,21,1,3,0,1,34.44,40.150000000000006,53.0,8.9981,222,362,584,night,fall,clear,hot,weak,dry
13098,2012-07-04,3,1,7,22,1,3,0,1,33.62,39.395,56.00000000000001,15.001299999999999,175,327,502,night,fall,clear,hot,moderate,dry
13099,2012-07-04,3,1,7,23,1,3,0,2,31.98,34.849999999999994,43.0,6.0032,31,152,183,night,fall,mist,hot,weak,dry
13100,2012-07-05,3,1,7,0,0,4,1,1,30.34,33.335,51.0,7.0015,17,71,88,night,fall,clear,hot,weak,dry
13101,2012-07-05,3,1,7,1,0,4,1,1,30.34,33.335,51.0,19.0012,6,24,30,night,fall,clear,hot,moderate,dry
13102,2012-07-05,3,1,7,2,0,4,1,1,30.34,33.335,51.0,0.0,4,14,18,night,fall,clear,hot,weak,dry
13103,2012-07-05,3,1,7,3,0,4,1,1,29.52,33.335,54.0,12.998000000000001,2,5,7,night,fall,clear,hot,moderate,dry
13104,2012-07-05,3,1,7,4,0,4,1,1,29.52,33.335,57.99999999999999,0.0,0,7,7,morning,fall,clear,hot,weak,dry
13105,2012-07-05,3,1,7,5,0,4,1,1,29.52,34.089999999999996,62.0,0.0,1,28,29,morning,fall,clear,hot,weak,optimal
13106,2012-07-05,3,1,7,6,0,4,1,1,29.52,33.335,57.99999999999999,0.0,3,130,133,morning,fall,clear,hot,weak,dry
13107,2012-07-05,3,1,7,7,0,4,1,1,31.16,34.849999999999994,55.00000000000001,0.0,27,316,343,morning,fall,clear,hot,weak,dry
13108,2012-07-05,3,1,7,8,0,4,1,1,32.800000000000004,37.12,49.0,8.9981,36,514,550,morning,fall,clear,hot,weak,dry
13109,2012-07-05,3,1,7,9,0,4,1,1,34.44,39.395,49.0,19.999499999999998,47,246,293,morning,fall,clear,hot,moderate,dry
13110,2012-07-05,3,1,7,10,0,4,1,1,35.26,39.395,44.0,23.9994,69,117,186,morning,fall,clear,hot,moderate,dry
13111,2012-07-05,3,1,7,11,0,4,1,1,36.9,40.910000000000004,35.0,19.999499999999998,107,137,244,noon,fall,clear,hot,moderate,dry
13112,2012-07-05,3,1,7,12,0,4,1,1,36.9,40.910000000000004,35.0,23.9994,88,188,276,noon,fall,clear,hot,moderate,dry
13113,2012-07-05,3,1,7,13,0,4,1,1,37.72,41.665,33.0,15.001299999999999,129,181,310,noon,fall,clear,hot,moderate,dry
13114,2012-07-05,3,1,7,14,0,4,1,1,37.72,41.665,33.0,22.0028,87,154,241,noon,fall,clear,hot,moderate,dry
13115,2012-07-05,3,1,7,15,0,4,1,1,37.72,41.665,33.0,23.9994,71,183,254,afternoon,fall,clear,hot,moderate,dry
13116,2012-07-05,3,1,7,16,0,4,1,1,37.72,41.665,33.0,16.997899999999998,109,324,433,afternoon,fall,clear,hot,moderate,dry
13117,2012-07-05,3,1,7,17,0,4,1,1,37.72,42.425000000000004,35.0,11.0014,114,575,689,afternoon,fall,clear,hot,weak,dry
13118,2012-07-05,3,1,7,18,0,4,1,2,36.9,41.665,39.0,22.0028,96,511,607,afternoon,fall,mist,hot,moderate,dry
13119,2012-07-05,3,1,7,19,0,4,1,2,36.08,40.150000000000006,39.0,16.997899999999998,128,375,503,night,fall,mist,hot,moderate,dry
13120,2012-07-05,3,1,7,20,0,4,1,2,35.26,39.395,41.0,15.001299999999999,78,243,321,night,fall,mist,hot,moderate,dry
13121,2012-07-05,3,1,7,21,0,4,1,1,34.44,38.635000000000005,47.0,12.998000000000001,91,232,323,night,fall,clear,hot,moderate,dry
13122,2012-07-05,3,1,7,22,0,4,1,1,33.62,40.150000000000006,59.0,8.9981,63,162,225,night,fall,clear,hot,weak,dry
13123,2012-07-05,3,1,7,23,0,4,1,1,32.800000000000004,37.88,55.00000000000001,11.0014,32,99,131,night,fall,clear,hot,weak,dry
13124,2012-07-06,3,1,7,0,0,5,1,1,31.98,37.12,62.0,8.9981,39,63,102,night,fall,clear,hot,weak,optimal
13125,2012-07-06,3,1,7,1,0,5,1,1,31.98,36.364999999999995,55.00000000000001,15.001299999999999,7,22,29,night,fall,clear,hot,moderate,dry
13126,2012-07-06,3,1,7,2,0,5,1,1,31.16,35.605,62.0,8.9981,4,13,17,night,fall,clear,hot,weak,optimal
13127,2012-07-06,3,1,7,3,0,5,1,2,30.34,34.849999999999994,70.0,12.998000000000001,1,6,7,night,fall,mist,hot,moderate,optimal
13128,2012-07-06,3,1,7,4,0,5,1,1,30.34,34.849999999999994,66.0,15.001299999999999,2,4,6,morning,fall,clear,hot,moderate,optimal
13129,2012-07-06,3,1,7,5,0,5,1,1,30.34,34.849999999999994,66.0,12.998000000000001,4,31,35,morning,fall,clear,hot,moderate,optimal
13130,2012-07-06,3,1,7,6,0,5,1,1,30.34,34.849999999999994,66.0,12.998000000000001,4,127,131,morning,fall,clear,hot,moderate,optimal
13131,2012-07-06,3,1,7,7,0,5,1,1,31.98,34.849999999999994,46.0,8.9981,20,333,353,morning,fall,clear,hot,weak,dry
13132,2012-07-06,3,1,7,8,0,5,1,1,32.800000000000004,35.605,41.0,11.0014,28,557,585,morning,fall,clear,hot,weak,dry
13133,2012-07-06,3,1,7,9,0,5,1,1,33.62,36.364999999999995,36.0,8.9981,55,249,304,morning,fall,clear,hot,weak,dry
13134,2012-07-06,3,1,7,10,0,5,1,1,35.26,37.12,30.0,0.0,80,130,210,morning,fall,clear,hot,weak,dry
13135,2012-07-06,3,1,7,11,0,5,1,1,34.44,36.364999999999995,32.0,6.0032,92,141,233,noon,fall,clear,hot,weak,dry
13136,2012-07-06,3,1,7,12,0,5,1,1,36.08,37.88,28.000000000000004,7.0015,111,220,331,noon,fall,clear,hot,weak,very dry
13137,2012-07-06,3,1,7,13,0,5,1,1,36.9,39.395,27.0,7.0015,99,194,293,noon,fall,clear,hot,weak,very dry
13138,2012-07-06,3,1,7,14,0,5,1,1,36.9,40.150000000000006,31.0,11.0014,91,184,275,noon,fall,clear,hot,weak,dry
13139,2012-07-06,3,1,7,15,0,5,1,1,37.72,40.910000000000004,28.999999999999996,12.998000000000001,79,206,285,afternoon,fall,clear,hot,moderate,very dry
13140,2012-07-06,3,1,7,16,0,5,1,1,37.72,40.910000000000004,28.999999999999996,7.0015,69,300,369,afternoon,fall,clear,hot,weak,very dry
13141,2012-07-06,3,1,7,17,0,5,1,1,37.72,40.910000000000004,28.999999999999996,0.0,90,486,576,afternoon,fall,clear,hot,weak,very dry
13142,2012-07-06,3,1,7,18,0,5,1,1,36.9,40.150000000000006,33.0,16.997899999999998,106,454,560,afternoon,fall,clear,hot,moderate,dry
13143,2012-07-06,3,1,7,19,0,5,1,1,36.08,39.395,35.0,15.001299999999999,112,306,418,night,fall,clear,hot,moderate,dry
13144,2012-07-06,3,1,7,20,0,5,1,1,35.26,38.635000000000005,39.0,7.0015,91,245,336,night,fall,clear,hot,weak,dry
13145,2012-07-06,3,1,7,21,0,5,1,1,33.62,38.635000000000005,52.0,8.9981,77,223,300,night,fall,clear,hot,weak,dry
13146,2012-07-06,3,1,7,22,0,5,1,1,32.800000000000004,37.88,55.00000000000001,12.998000000000001,78,210,288,night,fall,clear,hot,moderate,dry
13147,2012-07-06,3,1,7,23,0,5,1,1,32.800000000000004,39.395,63.0,7.0015,27,137,164,night,fall,clear,hot,weak,optimal
13148,2012-07-07,3,1,7,0,0,6,0,1,31.98,37.88,66.0,8.9981,35,115,150,night,fall,clear,hot,weak,optimal
13149,2012-07-07,3,1,7,1,0,6,0,1,31.16,36.364999999999995,70.0,11.0014,16,55,71,night,fall,clear,hot,weak,optimal
13150,2012-07-07,3,1,7,2,0,6,0,1,31.16,37.12,72.0,11.0014,11,47,58,night,fall,clear,hot,weak,optimal
13151,2012-07-07,3,1,7,3,0,6,0,1,30.34,35.605,74.0,8.9981,12,19,31,night,fall,clear,hot,weak,optimal
13152,2012-07-07,3,1,7,4,0,6,0,1,30.34,35.605,74.0,11.0014,3,13,16,morning,fall,clear,hot,weak,optimal
13153,2012-07-07,3,1,7,5,0,6,0,1,30.34,35.605,74.0,12.998000000000001,2,12,14,morning,fall,clear,hot,moderate,optimal
13154,2012-07-07,3,1,7,6,0,6,0,1,30.34,35.605,74.0,7.0015,4,27,31,morning,fall,clear,hot,weak,optimal
13155,2012-07-07,3,1,7,7,0,6,0,1,31.98,37.88,66.0,7.0015,8,63,71,morning,fall,clear,hot,weak,optimal
13156,2012-07-07,3,1,7,8,0,6,0,1,33.62,41.665,63.0,12.998000000000001,32,120,152,morning,fall,clear,hot,moderate,optimal
13157,2012-07-07,3,1,7,9,0,6,0,1,34.44,41.665,59.0,11.0014,69,187,256,morning,fall,clear,hot,weak,dry
13158,2012-07-07,3,1,7,10,0,6,0,1,37.72,43.18,37.0,15.001299999999999,100,225,325,morning,fall,clear,hot,moderate,dry
13159,2012-07-07,3,1,7,11,0,6,0,1,38.54,43.94,38.0,12.998000000000001,122,245,367,noon,fall,clear,hot,moderate,dry
13160,2012-07-07,3,1,7,12,0,6,0,1,39.36,43.18,31.0,23.9994,124,218,342,noon,fall,clear,hot,moderate,dry
13161,2012-07-07,3,1,7,13,0,6,0,2,39.36,43.18,31.0,16.997899999999998,116,244,360,noon,fall,mist,hot,moderate,dry
13162,2012-07-07,3,1,7,14,0,6,0,2,39.36,43.18,30.0,8.9981,105,203,308,noon,fall,mist,hot,weak,dry
13163,2012-07-07,3,1,7,15,0,6,0,1,39.36,42.425000000000004,26.0,0.0,113,193,306,afternoon,fall,clear,hot,weak,very dry
13164,2012-07-07,3,1,7,16,0,6,0,1,41.0,43.18,19.0,11.0014,102,192,294,afternoon,fall,clear,hot,weak,very dry
13165,2012-07-07,3,1,7,17,0,6,0,1,39.36,42.425000000000004,26.0,8.9981,103,176,279,afternoon,fall,clear,hot,weak,very dry
13166,2012-07-07,3,1,7,18,0,6,0,1,38.54,41.665,28.999999999999996,6.0032,83,194,277,afternoon,fall,clear,hot,weak,very dry
13167,2012-07-07,3,1,7,19,0,6,0,1,37.72,41.665,33.0,8.9981,68,219,287,night,fall,clear,hot,weak,dry
13168,2012-07-07,3,1,7,20,0,6,0,1,36.9,40.910000000000004,37.0,11.0014,79,197,276,night,fall,clear,hot,weak,dry
13169,2012-07-07,3,1,7,21,0,6,0,1,36.08,39.395,37.0,12.998000000000001,51,150,201,night,fall,clear,hot,moderate,dry
13170,2012-07-07,3,1,7,22,0,6,0,1,34.44,41.665,59.0,12.998000000000001,56,164,220,night,fall,clear,hot,moderate,dry
13171,2012-07-07,3,1,7,23,0,6,0,1,34.44,40.910000000000004,56.00000000000001,11.0014,34,114,148,night,fall,clear,hot,weak,dry
13172,2012-07-08,3,1,7,0,0,0,0,1,33.62,39.395,56.00000000000001,8.9981,22,125,147,night,fall,clear,hot,weak,dry
13173,2012-07-08,3,1,7,1,0,0,0,1,33.62,39.395,56.00000000000001,7.0015,25,99,124,night,fall,clear,hot,weak,dry
13174,2012-07-08,3,1,7,2,0,0,0,1,33.62,38.635000000000005,52.0,7.0015,11,59,70,night,fall,clear,hot,weak,dry
13175,2012-07-08,3,1,7,3,0,0,0,1,32.800000000000004,38.635000000000005,59.0,7.0015,1,34,35,night,fall,clear,hot,weak,dry
13176,2012-07-08,3,1,7,4,0,0,0,1,31.98,37.88,66.0,7.0015,2,11,13,morning,fall,clear,hot,weak,optimal
13177,2012-07-08,3,1,7,5,0,0,0,1,31.98,37.12,62.0,0.0,1,5,6,morning,fall,clear,hot,weak,optimal
13178,2012-07-08,3,1,7,6,0,0,0,1,31.98,38.635000000000005,70.0,8.9981,5,16,21,morning,fall,clear,hot,weak,optimal
13179,2012-07-08,3,1,7,7,0,0,0,1,32.800000000000004,40.150000000000006,66.0,0.0,19,33,52,morning,fall,clear,hot,weak,optimal
13180,2012-07-08,3,1,7,8,0,0,0,1,34.44,40.150000000000006,53.0,8.9981,35,95,130,morning,fall,clear,hot,weak,dry
13181,2012-07-08,3,1,7,9,0,0,0,1,35.26,40.910000000000004,50.0,7.0015,70,172,242,morning,fall,clear,hot,weak,dry
13182,2012-07-08,3,1,7,10,0,0,0,1,36.9,43.18,45.0,0.0,85,234,319,morning,fall,clear,hot,weak,dry
13183,2012-07-08,3,1,7,11,0,0,0,1,37.72,44.695,42.0,19.999499999999998,120,269,389,noon,fall,clear,hot,moderate,dry
13184,2012-07-08,3,1,7,12,0,0,0,1,37.72,44.695,42.0,12.998000000000001,105,271,376,noon,fall,clear,hot,moderate,dry
13185,2012-07-08,3,1,7,13,0,0,0,1,38.54,43.94,38.0,16.997899999999998,118,219,337,noon,fall,clear,hot,moderate,dry
13186,2012-07-08,3,1,7,14,0,0,0,1,39.36,45.455,36.0,11.0014,77,235,312,noon,fall,clear,hot,weak,dry
13187,2012-07-08,3,1,7,15,0,0,0,3,37.72,44.695,42.0,19.0012,80,218,298,afternoon,fall,light rain/snow,hot,moderate,dry
13188,2012-07-08,3,1,7,16,0,0,0,2,32.800000000000004,40.150000000000006,66.0,15.001299999999999,65,226,291,afternoon,fall,mist,hot,moderate,optimal
13189,2012-07-08,3,1,7,17,0,0,0,1,31.98,37.12,59.0,0.0,68,202,270,afternoon,fall,clear,hot,weak,dry
13190,2012-07-08,3,1,7,18,0,0,0,1,31.98,37.12,62.0,7.0015,54,199,253,afternoon,fall,clear,hot,weak,optimal
13191,2012-07-08,3,1,7,19,0,0,0,1,31.98,37.12,62.0,11.0014,66,184,250,night,fall,clear,hot,weak,optimal
13192,2012-07-08,3,1,7,20,0,0,0,1,31.16,36.364999999999995,70.0,6.0032,79,206,285,night,fall,clear,hot,weak,optimal
13193,2012-07-08,3,1,7,21,0,0,0,1,31.16,36.364999999999995,70.0,8.9981,58,149,207,night,fall,clear,hot,weak,optimal
13194,2012-07-08,3,1,7,22,0,0,0,3,30.34,34.849999999999994,70.0,6.0032,12,110,122,night,fall,light rain/snow,hot,weak,optimal
13195,2012-07-08,3,1,7,23,0,0,0,3,27.880000000000003,31.819999999999997,83.0,6.0032,25,98,123,night,fall,light rain/snow,cool,weak,humid
13196,2012-07-09,3,1,7,0,0,1,1,2,27.880000000000003,31.819999999999997,89.0,6.0032,6,33,39,night,fall,mist,cool,weak,humid
13197,2012-07-09,3,1,7,1,0,1,1,3,28.7,33.335,89.0,7.0015,5,13,18,night,fall,light rain/snow,cool,weak,humid
13198,2012-07-09,3,1,7,2,0,1,1,3,28.7,33.335,89.0,12.998000000000001,1,4,5,night,fall,light rain/snow,cool,moderate,humid
13199,2012-07-09,3,1,7,3,0,1,1,3,28.7,33.335,89.0,12.998000000000001,0,5,5,night,fall,light rain/snow,cool,moderate,humid
13200,2012-07-09,3,1,7,4,0,1,1,3,27.060000000000002,29.544999999999998,89.0,26.0027,1,1,2,morning,fall,light rain/snow,cool,moderate,humid
13201,2012-07-09,3,1,7,5,0,1,1,2,27.060000000000002,30.305,83.0,15.001299999999999,1,27,28,morning,fall,mist,cool,moderate,humid
13202,2012-07-09,3,1,7,6,0,1,1,3,26.240000000000002,28.79,89.0,16.997899999999998,6,86,92,morning,fall,light rain/snow,cool,moderate,humid
13203,2012-07-09,3,1,7,7,0,1,1,3,27.060000000000002,30.305,83.0,15.001299999999999,7,223,230,morning,fall,light rain/snow,cool,moderate,humid
13204,2012-07-09,3,1,7,8,0,1,1,2,27.060000000000002,30.305,83.0,11.0014,26,429,455,morning,fall,mist,cool,weak,humid
13205,2012-07-09,3,1,7,9,0,1,1,2,27.060000000000002,30.305,83.0,11.0014,38,325,363,morning,fall,mist,cool,weak,humid
13206,2012-07-09,3,1,7,10,0,1,1,2,27.060000000000002,30.305,83.0,12.998000000000001,58,117,175,morning,fall,mist,cool,moderate,humid
13207,2012-07-09,3,1,7,11,0,1,1,2,29.52,34.089999999999996,62.0,8.9981,72,144,216,noon,fall,mist,hot,weak,optimal
13208,2012-07-09,3,1,7,12,0,1,1,2,30.34,34.089999999999996,57.99999999999999,8.9981,61,205,266,noon,fall,mist,hot,weak,dry
13209,2012-07-09,3,1,7,13,0,1,1,2,31.16,34.849999999999994,55.00000000000001,16.997899999999998,67,188,255,noon,fall,mist,hot,moderate,dry
13210,2012-07-09,3,1,7,14,0,1,1,2,30.34,34.089999999999996,55.00000000000001,16.997899999999998,58,184,242,noon,fall,mist,hot,moderate,dry
13211,2012-07-09,3,1,7,15,0,1,1,2,31.16,34.089999999999996,45.0,15.001299999999999,66,214,280,afternoon,fall,mist,hot,moderate,dry
13212,2012-07-09,3,1,7,16,0,1,1,1,31.98,34.849999999999994,40.0,19.0012,88,325,413,afternoon,fall,clear,hot,moderate,dry
13213,2012-07-09,3,1,7,17,0,1,1,1,31.98,34.849999999999994,40.0,11.0014,108,741,849,afternoon,fall,clear,hot,weak,dry
13214,2012-07-09,3,1,7,18,0,1,1,1,31.16,34.089999999999996,48.0,8.9981,82,790,872,afternoon,fall,clear,hot,weak,dry
13215,2012-07-09,3,1,7,19,0,1,1,1,30.34,34.089999999999996,55.00000000000001,11.0014,88,543,631,night,fall,clear,hot,weak,dry
13216,2012-07-09,3,1,7,20,0,1,1,2,30.34,34.089999999999996,55.00000000000001,7.0015,69,378,447,night,fall,mist,hot,weak,dry
13217,2012-07-09,3,1,7,21,0,1,1,2,30.34,34.089999999999996,55.00000000000001,6.0032,33,298,331,night,fall,mist,hot,weak,dry
13218,2012-07-09,3,1,7,22,0,1,1,2,29.52,33.335,57.99999999999999,7.0015,35,189,224,night,fall,mist,hot,weak,dry
13219,2012-07-09,3,1,7,23,0,1,1,2,28.7,32.574999999999996,65.0,7.0015,22,109,131,night,fall,mist,cool,weak,optimal
13220,2012-07-10,3,1,7,0,0,2,1,1,28.7,32.574999999999996,70.0,6.0032,16,53,69,night,fall,clear,cool,weak,optimal
13221,2012-07-10,3,1,7,1,0,2,1,1,28.7,33.335,74.0,8.9981,0,15,15,night,fall,clear,cool,weak,optimal
13222,2012-07-10,3,1,7,2,0,2,1,1,28.7,33.335,74.0,8.9981,1,15,16,night,fall,clear,cool,weak,optimal
13223,2012-07-10,3,1,7,3,0,2,1,1,27.880000000000003,31.819999999999997,79.0,0.0,0,3,3,night,fall,clear,cool,weak,humid
13224,2012-07-10,3,1,7,4,0,2,1,1,27.880000000000003,31.819999999999997,79.0,8.9981,0,4,4,morning,fall,clear,cool,weak,humid
13225,2012-07-10,3,1,7,5,0,2,1,1,27.060000000000002,30.305,83.0,8.9981,3,39,42,morning,fall,clear,cool,weak,humid
13226,2012-07-10,3,1,7,6,0,2,1,2,27.880000000000003,31.819999999999997,79.0,7.0015,4,183,187,morning,fall,mist,cool,weak,humid
13227,2012-07-10,3,1,7,7,0,2,1,2,28.7,33.335,74.0,7.0015,31,489,520,morning,fall,mist,cool,weak,optimal
13228,2012-07-10,3,1,7,8,0,2,1,1,29.52,34.849999999999994,74.0,8.9981,34,615,649,morning,fall,clear,hot,weak,optimal
13229,2012-07-10,3,1,7,9,0,2,1,1,30.34,34.849999999999994,66.0,8.9981,47,284,331,morning,fall,clear,hot,weak,optimal
13230,2012-07-10,3,1,7,10,0,2,1,1,31.16,35.605,62.0,12.998000000000001,56,134,190,morning,fall,clear,hot,moderate,optimal
13231,2012-07-10,3,1,7,11,0,2,1,1,32.800000000000004,36.364999999999995,46.0,12.998000000000001,92,157,249,noon,fall,clear,hot,moderate,dry
13232,2012-07-10,3,1,7,12,0,2,1,1,32.800000000000004,35.605,41.0,8.9981,69,203,272,noon,fall,clear,hot,weak,dry
13233,2012-07-10,3,1,7,13,0,2,1,1,33.62,36.364999999999995,38.0,12.998000000000001,77,203,280,noon,fall,clear,hot,moderate,dry
13234,2012-07-10,3,1,7,14,0,2,1,1,33.62,36.364999999999995,38.0,11.0014,71,171,242,noon,fall,clear,hot,weak,dry
13235,2012-07-10,3,1,7,15,0,2,1,1,32.800000000000004,35.605,41.0,15.001299999999999,77,188,265,afternoon,fall,clear,hot,moderate,dry
13236,2012-07-10,3,1,7,16,0,2,1,1,32.800000000000004,36.364999999999995,43.0,15.001299999999999,89,346,435,afternoon,fall,clear,hot,moderate,dry
13237,2012-07-10,3,1,7,17,0,2,1,1,31.98,35.605,49.0,12.998000000000001,103,769,872,afternoon,fall,clear,hot,moderate,dry
13238,2012-07-10,3,1,7,18,0,2,1,3,28.7,33.335,74.0,15.001299999999999,70,749,819,afternoon,fall,light rain/snow,cool,moderate,optimal
13239,2012-07-10,3,1,7,19,0,2,1,3,28.7,33.335,74.0,15.001299999999999,55,359,414,night,fall,light rain/snow,cool,moderate,optimal
13240,2012-07-10,3,1,7,20,0,2,1,3,26.240000000000002,28.79,83.0,15.001299999999999,9,75,84,night,fall,light rain/snow,cool,moderate,humid
13241,2012-07-10,3,1,7,21,0,2,1,3,26.240000000000002,28.79,89.0,7.0015,7,83,90,night,fall,light rain/snow,cool,weak,humid
13242,2012-07-10,3,1,7,22,0,2,1,2,26.240000000000002,28.79,83.0,8.9981,14,125,139,night,fall,mist,cool,weak,humid
13243,2012-07-10,3,1,7,23,0,2,1,2,26.240000000000002,28.79,89.0,7.0015,29,74,103,night,fall,mist,cool,weak,humid
13244,2012-07-11,3,1,7,0,0,3,1,2,27.060000000000002,30.305,83.0,8.9981,6,38,44,night,fall,mist,cool,weak,humid
13245,2012-07-11,3,1,7,1,0,3,1,1,26.240000000000002,28.79,89.0,0.0,3,11,14,night,fall,clear,cool,weak,humid
13246,2012-07-11,3,1,7,2,0,3,1,1,26.240000000000002,28.79,89.0,0.0,0,5,5,night,fall,clear,cool,weak,humid
13247,2012-07-11,3,1,7,3,0,3,1,1,26.240000000000002,28.79,89.0,8.9981,0,5,5,night,fall,clear,cool,weak,humid
13248,2012-07-11,3,1,7,4,0,3,1,1,26.240000000000002,28.79,89.0,8.9981,1,6,7,morning,fall,clear,cool,weak,humid
13249,2012-07-11,3,1,7,5,0,3,1,1,26.240000000000002,28.79,89.0,0.0,5,36,41,morning,fall,clear,cool,weak,humid
13250,2012-07-11,3,1,7,6,0,3,1,1,26.240000000000002,28.79,89.0,8.9981,17,168,185,morning,fall,clear,cool,weak,humid
13251,2012-07-11,3,1,7,7,0,3,1,2,27.060000000000002,30.305,83.0,7.0015,26,471,497,morning,fall,mist,cool,weak,humid
13252,2012-07-11,3,1,7,8,0,3,1,2,27.880000000000003,31.819999999999997,79.0,11.0014,30,644,674,morning,fall,mist,cool,weak,humid
13253,2012-07-11,3,1,7,9,0,3,1,2,28.7,33.335,74.0,8.9981,30,298,328,morning,fall,mist,cool,weak,optimal
13254,2012-07-11,3,1,7,10,0,3,1,2,29.52,34.089999999999996,62.0,8.9981,47,148,195,morning,fall,mist,hot,weak,optimal
13255,2012-07-11,3,1,7,11,0,3,1,2,31.16,35.605,57.99999999999999,8.9981,56,173,229,noon,fall,mist,hot,weak,dry
13256,2012-07-11,3,1,7,12,0,3,1,2,31.98,34.849999999999994,43.0,0.0,69,223,292,noon,fall,mist,hot,weak,dry
13257,2012-07-11,3,1,7,13,0,3,1,2,32.800000000000004,35.605,42.0,11.0014,65,208,273,noon,fall,mist,hot,weak,dry
13258,2012-07-11,3,1,7,14,0,3,1,1,32.800000000000004,35.605,41.0,15.001299999999999,66,175,241,noon,fall,clear,hot,moderate,dry
13259,2012-07-11,3,1,7,15,0,3,1,1,32.800000000000004,35.605,41.0,16.997899999999998,56,220,276,afternoon,fall,clear,hot,moderate,dry
13260,2012-07-11,3,1,7,16,0,3,1,1,32.800000000000004,35.605,38.0,12.998000000000001,53,358,411,afternoon,fall,clear,hot,moderate,dry
13261,2012-07-11,3,1,7,17,0,3,1,1,32.800000000000004,34.849999999999994,31.0,15.001299999999999,90,740,830,afternoon,fall,clear,hot,moderate,dry
13262,2012-07-11,3,1,7,18,0,3,1,1,31.98,34.089999999999996,38.0,16.997899999999998,79,735,814,afternoon,fall,clear,hot,moderate,dry
